"ID","pertes_totales"
211,-236264.8684
212,464525.9338
213,688751.1005
214,338776.5334
215,385585.9323
216,1011253.2354
217,137723.6377
218,131179.3638
219,-85466.1352
220,11739.1979
221,104641.8399
222,207263.8385
223,223088.404
224,206749.496
225,167876.3883
226,162574.6583
227,119480.0674
228,104625.9453
229,119033.3814
230,111268.0694
231,150808.0606
232,108170.3257
233,-131572.8044
234,150626.4309
235,268488.6999
236,197981.7411
237,193767.6242
238,153522.3238
239,-133747.6713
240,140061.454
241,1292784.9385
242,1222849.2051
243,1634847.7348
244,1926270.5474
245,3083354.6863
246,4200110.9025
247,3243286.4145
248,2665794.0775
249,2673930.047
250,1902428.9493
251,1472083.7015
252,1565692.3168
253,2042225.6739
254,1731638.6847
255,1945510.2924
256,1835901.8639
257,2560953.9185
258,4164873.7781
259,3522766.0113
260,3000214.4619
261,2944186.523
262,2339260.0262
263,2022356.0589
264,2271434.489
265,627259.4962
266,592256.8096
267,565636.3946
268,737845.7203
269,868905.129
270,1026387.9216
271,996632.396
272,1460036.3703
273,1436469.3667
274,1330952.9893
275,1061767.902
276,899431.5804
277,1323579.1795
278,10643.078
279,-369525.7186
280,-380952.923
281,380756.5114
282,862075.3282
283,1037477.0261
284,729905.0212
285,980372.9069
286,672937.9268
287,883770.5293
288,880918.496
289,2059290.5617
290,2115078.509
291,2145628.1661
292,3627961.0924
293,4970898.5994
294,5160029.2338
295,5563109.0408
296,4460865.2735
297,4270119.1344
298,3750938.5479
299,3449251.6441
300,3191416.7217
301,3466047.7095
302,3292815.1417
303,2848749.3125
304,2964867.204
305,4163563.089
306,4250407.0812
307,4723746.0205
308,4403717.3518
309,4853765.0324
310,4574859.3421
311,3616466.6443
312,3487684.767
313,844538.2915
314,765119.8026
315,835985.3083
316,1015420.5481
317,1440978.9914
318,1249362.492
319,1921955.8644
320,1383932.2614
321,1349509.6609
322,1097666.8059
323,1085718.3584
324,756694.9543
325,1254792.6329
326,908683.3652
327,790605.8816
328,719676.8129
329,1095404.9849
330,1518966.5617
331,1692000.0871
332,1531329.1991
333,1866797.6381
334,1054675.0166
335,874453.3989
336,648216.1792
337,1292460.018
338,-208935.33
339,2139696.822
340,624837.758
341,1040116.142
342,392163.509
343,362461.856
344,276813.104
345,474992.562
346,319782.908
347,159508.353
348,175312.267
349,94573.272
350,161665.962
351,191669.977
352,201610.918
353,236774.753
354,319395.1257
355,335139.063
356,287236.534
357,299713.414
358,250378.5503
359,244085.668
360,-333088.139
361,182662.1429
362,354773.79
363,401957.245
364,741846.4513
365,756430.2551
366,818989.7974
367,852807.361
368,722082.8711
369,653857.316
370,572760.1052
371,518723.8143
372,533682.7075
373,504372.803
374,20211.6388
375,765460.3015
376,673583.0786
377,590050.2824
378,117588.8441
379,902698.2954
380,657463.6958
381,713872.5851
382,671561.5554
383,558765.628
384,231712.2421
385,372750.6103
386,433148.0403
387,464179.007
388,737705.7033
389,696224.3057
390,1042043.3639
391,1047059.8175
392,844915.9476
393,795064.5467
394,532735.0865
395,564289.959
396,443073.2104
397,527092.2419
398,424993.2553
399,452759.3732
400,522931.0312
401,586268.7195
402,767917.8217
403,843371.4934
404,673079.746
405,613867.0712
406,537251.2931
407,349791.3534
408,-174069.3795
409,427176.6343
410,-450676.7712
411,620054.8207
412,554501.1166
413,741262.7547
414,846709.0317
415,893521.4201
416,839366.3702
417,790420.4404
418,546276.5407
419,469208.1056
420,343916.5148
421,496677.7898
422,392535.9028
423,421267.63
424,118600.0427
425,547252.3969
426,783108.1663
427,851731.758
428,910214.8538
429,916300.7513
430,630268.2261
431,421081.3842
432,434142.2656
433,300106.908
434,303229.213
435,174247.784
436,550904.381
437,406946.272
438,660198.871
439,494730.743
440,1119280.283
441,379058.923
442,485975.878
443,212197.1047
444,191095.9937
445,180860.37
446,187246.439
447,280112.983
448,501567.7407
449,1042151.2793
450,837856.4051
451,1232247.6892
452,463077.957
453,1147570.4017
454,481649.6887
455,329438.032
456,198430.32
457,693882.4852
458,671525.2257
459,656953.478
460,1000448.4337
461,1327992.7787
462,1450314.7892
463,1464571.5415
464,1235337.3412
465,1155736.7006
466,997623.1429
467,724284.0577
468,667204.8903
469,606494.5727
470,589814.5222
471,631712.0605
472,730057.3246
473,1010226.3415
474,1473693.576
475,1523593.7512
476,1372841.0769
477,1411732.5302
478,2104865.9629
479,1572509.964
480,648719.2829
481,484114.0185
482,348717.9586
483,188771.4454
484,277058.5341
485,314165.6033
486,430567.319
487,576838.9351
488,480956.0588
489,451101.1647
490,372052.3697
491,213558.8621
492,181078.1946
493,175139.0521
494,127344.2936
495,205536.6257
496,-437182.7419
497,-622228.7698
498,559174.3936
499,541788.2059
500,475108.0069
501,589726.9091
502,383464.4482
503,268596.264
504,231336.9415
505,907982.3336
506,1022933.0061
507,714699.5595
508,814562.1048
509,2152721.777
510,308039.0913
511,1405836.8206
512,1087156.3701
513,984894.8216
514,796310.0202
515,745240.6333
516,718502.264
517,911200.7159
518,1046992.7336
519,727180.0874
520,225299.4507
521,725250.868
522,1329747.6615
523,1188002.9428
524,1183937.6766
525,1036745.8211
526,1088773.2624
527,828303.4447
528,-288966.1309
529,90601.2236
530,81509.8673
531,86766.7557
532,133505.9215
533,198008.3817
534,238879.1276
535,256891.1073
536,203212.7211
537,164770.036
538,143042.3771
539,93847.9349
540,80978.3576
541,80281.0243
542,85514.2856
543,88843.072
544,103658.6715
545,142167.6813
546,229207.7496
547,225669.5478
548,221635.1316
549,171293.1309
550,131006.4975
551,90942.6702
552,77194.8732
553,6613.2598
554,-6390.8981
555,-92912.0636
556,84890.3471
557,163975.8968
558,203694.548
559,226961.3897
560,224015.4678
561,159512.6241
562,204257.2537
563,122599.4548
564,95200.773
565,87420.4102
566,104332.9663
567,80187.1026
568,88112.3213
569,132557.0024
570,187631.3417
571,217838.4667
572,248277.91
573,207059.3102
574,168624.1708
575,159041.1314
576,90485.3361
577,342269.6389
578,341191.6626
579,333758.4747
580,617450.0388
581,903045.4876
582,1036887.9386
583,1082953.936
584,933862.0675
585,853783.7464
586,705833.7349
587,430381.0026
588,346351.6413
589,238220.9981
590,447588.074
591,440400.7525
592,572594.2979
593,784304.7623
594,1044012.6533
595,1060970.6765
596,954475.7536
597,960056.0054
598,795012.2752
599,506309.3279
600,310615.2288
601,-96329.5378
602,-133262.2322
603,311334.5899
604,910729.5476
605,1366068.513
606,1029841.0581
607,1941750.1698
608,711642.557
609,796792.0343
610,507066.1983
611,681617.8804
612,683380.2736
613,657250.6358
614,662753.9952
615,868622.5123
616,650131.7219
617,1010624.2303
618,1193558.6043
619,1094347.8725
620,1024577.2605
621,729976.7054
622,142614.2132
623,273342.4578
624,975897.6598
625,-480046.141
626,-625314.9605
627,-798451.9271
628,-814972.7581
629,-274441.6048
630,2280343.3694
631,1576012.7787
632,1229092.99
633,1154199.4265
634,838993.2382
635,693093.4128
636,629893.2136
637,586224.4863
638,481871.5313
639,514124.8746
640,591069.3206
641,501921.7193
642,1051857.038
643,1178370.8676
644,792678.6291
645,876990.6557
646,735020.74
647,568801.7059
648,263278.1576
649,3600819.8945
650,3562159.8633
651,3665899.4502
652,1689607.4365
653,3656261.4733
654,4108917.432
655,4456034.196
656,3683046.3507
657,1724398.4977
658,1251470.8291
659,976165.7249
660,1011981.2999
661,1038898.5827
662,165091.9907
663,-51529.2972
664,2768.0689
665,119848.5277
666,679020.609
667,743426.2389
668,611925.5069
669,250422.9721
670,-829177.0716
671,-1948224.1134
672,-1850352.3748
673,41627.3744
674,45381.4377
675,36845.1237
676,123745.3212
677,138831.0873
678,129599.964
679,208573.3384
680,103651.6325
681,-246690.8549
682,71808.847
683,131300.1626
684,128757.9935
685,141452.1885
686,184059.7962
687,14159.948
688,13566.6423
689,60150.0762
690,61607.4116
691,85771.0226
692,79105.0498
693,82268.7932
694,65028.7526
695,29907.0311
696,31943.1333
697,-21800.888
698,-4269.4203
699,-5265.0436
700,747114.6548
701,7116745.5
702,4068227.9222
703,1121412.9341
704,882807.6113
705,-115417.9248
706,233844.3895
707,1197573.7708
708,1029577.8804
709,690727.8997
710,621994.4
711,522735.3839
712,753620.0996
713,1262571.0692
714,917123.3754
715,1006125.1991
716,1716076.7117
717,795532.7683
718,647873.2385
719,449956.7201
720,435877.9458
721,252848.609
722,268069.2809
723,193479.1563
724,382882.6179
725,527045.8962
726,606213.0387
727,-746106.6374
728,475491.0632
729,447874.697
730,359449.7593
731,297163.4828
732,272104.2599
733,-40006.554
734,251070.2219
735,212537.4977
736,285003.8104
737,-230261.9968
738,583343.6181
739,551958.2387
740,509395.1629
741,444739.4054
742,370806.1872
743,-74555.9041
744,295271.746
745,746744.2044
746,731470.0705
747,833458.2405
748,1150352.9892
749,1824433.3727
750,2174523.2435
751,2570475.0926
752,1822325.6765
753,1607546.4415
754,1254682.6262
755,774575.7846
756,749536.992
757,780084.0508
758,739675.0057
759,762896.7865
760,837941.6826
761,1386018.2024
762,2093637.2479
763,2367517.2539
764,2003501.2176
765,1676617.6887
766,1163690.7429
767,862866.6913
768,778529.8306
769,495726.4721
770,536139.0232
771,628111.8253
772,787505.2596
773,2050937.7292
774,1197521.5972
775,1317717.3539
776,1022349.357
777,1188346.9245
778,1426736.969
779,223005.2267
780,414677.5194
781,658958.554
782,501492.6941
783,676776.1067
784,501692.1524
785,1004108.359
786,1455557.7529
787,1410289.224
788,1302435.7645
789,1124859.2359
790,880800.4016
791,650898.0517
792,535838.2384
793,935113.5122
794,957749.5063
795,994765.1235
796,1056737.2133
797,1244958.2443
798,1384298.4442
799,1474201.9539
800,1098083.3162
801,1196451.1206
802,896807.5338
803,678140.9148
804,646689.8644
805,1810089.4819
806,985287.4518
807,1182486.1358
808,959997.4899
809,1606301.061
810,1532115.241
811,2229701.8529
812,1423194.3341
813,1246513.9677
814,1038513.3618
815,1044981.925
816,926921.3018
817,235594.1745
818,234577.6447
819,267284.3571
820,434585.1357
821,597638.3665
822,669676.1529
823,696532.6933
824,1060455.2493
825,1408772.0702
826,1152749.9236
827,779455.6736
828,545284.3099
829,-53862.3407
830,-7209.6826
831,288193.3178
832,328868.7562
833,458803.4177
834,642194.2561
835,452911.7778
836,511705.8183
837,542731.3832
838,850867.8667
839,661886.7459
840,237963.5513
841,221844.3122
842,52090.9516
843,203390.8414
844,7751.2715
845,916983.1872
846,1795099.9871
847,2002964.7369
848,1469582.3438
849,1216060.6439
850,1032568.2101
851,680147.386
852,-146661.379
853,532574.3817
854,560698.87
855,693045.4527
856,541151.7333
857,901071.0124
858,1527893.7783
859,1569416.6896
860,1068790.5552
861,323405.3394
862,295019.4275
863,582145.4067
864,536783.3257
865,1864052.839
866,1302992.4813
867,92274.4119
868,2502044.4986
869,2770047.3998
870,3501588.1998
871,2315251.0503
872,2114459.0435
873,2549473.5077
874,1457570.4336
875,1454094.6377
876,1004484.8186
877,897129.933
878,916033.9074
879,-4255525.992
880,-943010.9183
881,2290169.2485
882,2238962.5284
883,2952311.7581
884,1501769.1263
885,1344874.0738
886,1441508.2453
887,1434410.7245
888,1298724.6145
889,507161.0352
890,410438.5455
891,544251.1616
892,596235.7462
893,729540.8262
894,785724.6584
895,910324.6178
896,727898.7134
897,743867.4989
898,628424.0744
899,606098.3601
900,564524.7358
901,551020.5038
902,435353.2801
903,532305.5949
904,570018.54
905,642235.7255
906,815611.6476
907,845390.7429
908,654280.1924
909,752749.9042
910,657623.4579
911,548666.252
912,543488.5129
913,19429.9694
914,144477.6636
915,-172267.2942
916,108105.7547
917,399067.0599
918,544626.9126
919,571082.7513
920,509412.0831
921,392349.1225
922,334083.8692
923,173921.6143
924,132139.0511
925,125079.347
926,121193.8087
927,17637.0685
928,286092.829
929,379576.1583
930,570207.2303
931,556792.3148
932,414595.5358
933,461909.5442
934,221372.0879
935,113749.8702
936,-30624.6875
937,729912.5756
938,569069.8278
939,9608.4492
940,362082.4975
941,955123.0387
942,971608.141
943,359791.64
944,559278.9199
945,760221.7896
946,732065.0129
947,550224.9794
948,305318.4809
949,3699.7259
950,73445.5501
951,523065.1523
952,437429.4293
953,703257.1173
954,1951082.9174
955,1171585.6936
956,1304923.7062
957,1605302.5995
958,763770.6536
959,604604.7528
960,154105.8773
961,249866.762
962,183040.8408
963,246495.9949
964,357458.1699
965,422426.8479
966,620770.0674
967,644253.4628
968,1011900.5301
969,778453.3884
970,523287.157
971,273446.5288
972,-64478.4951
973,268294.9673
974,222951.8455
975,-149827.6111
976,311302.516
977,369314.9752
978,207849.0772
979,454301.0296
980,476188.4878
981,735665.2857
982,674172.7608
983,-1782382.0049
984,-644276.3937
985,277009.9533
986,277097.2903
987,-79038.1795
988,510915.373
989,744041.2821
990,835119.1342
991,918494.1623
992,738744.0844
993,388551.7688
994,-4115195.5049
995,-3082231.957
996,-2849619.383
997,-2950998.63
998,-1296784.8336
999,433610.6286
1000,396173.1801
1001,565851.899
1002,816952.5207
1003,949338.2598
1004,1006936.7785
1005,749399.9201
1006,547552.472
1007,447338.9871
1008,406769.6684
1009,398186.4236
1010,370856.4496
1011,539248.3106
1012,795660.3279
1013,978679.2917
1014,1110720.2456
1015,1240785.2292
1016,974284.9825
1017,875463.2703
1018,733187.8088
1019,491858.3907
1020,394255.6561
1021,365592.0814
1022,337856.6321
1023,370430.8483
1024,488560.162
1025,716896.048
1026,1019499.8997
1027,996770.9473
1028,877870.7832
1029,838013.1777
1030,685115.6266
1031,459982.0427
1032,312734.7051
1033,-1782459.1794
1034,-1154002.3417
1035,-587458.8396
1036,934229.8411
1037,2571253.3347
1038,2129555.1508
1039,1947196.5597
1040,1513549.4551
1041,1376148.6382
1042,731913.2802
1043,769623.6594
1044,1460969.5181
1045,1377800.2873
1046,1256033.5507
1047,1112061.2017
1048,1284780.7448
1049,1693832.1432
1050,2318329.5356
1051,2327648.0962
1052,2544910.5385
1053,2484511.353
1054,2370789.3792
1055,1260522.9439
1056,1236929.2286
1057,173154.9277
1058,254941.899
1059,288497.5215
1060,395466.019
1061,601140.0368
1062,657983.2895
1063,706724.3479
1064,574885.7203
1065,516014.138
1066,435395.2571
1067,293838.1335
1068,292262.2808
1069,278415.3955
1070,285917.2791
1071,-337474.0765
1072,332555.9521
1073,497781.2406
1074,727057.8533
1075,725814.1492
1076,620140.7736
1077,277829.6147
1078,457889.7256
1079,-109324.892
1080,242127.6486
1081,659904.253
1082,706374.8815
1083,574671.6575
1084,1171732.9567
1085,1627555.9109
1086,2060938.2652
1087,2355471.6987
1088,1759527.6423
1089,1593847.0056
1090,1282430.225
1091,749459.429
1092,684181.9209
1093,753841.1861
1094,824582.7226
1095,787309.0935
1096,748702.6975
1097,1330588.9654
1098,1858277.656
1099,2078966.6172
1100,1953989.8644
1101,1609320.7483
1102,1180337.3064
1103,984657.793
1104,969359.6648
1105,172291.9954
1106,173741.2637
1107,166683.4836
1108,191394.8078
1109,212246.9521
1110,235355.7636
1111,252009.9589
1112,253822.7343
1113,199026.909
1114,237023.3622
1115,221330.302
1116,216196.9032
1117,247719.6558
1118,227198.129
1119,232998.5525
1120,214074.8108
1121,201636.6141
1122,76368.481
1123,307525.6769
1124,262177.4303
1125,272406.8012
1126,225222.2214
1127,240489.4911
1128,213475.9205
1129,459140.4172
1130,450361.7255
1131,535767.4354
1132,739940.3052
1133,1078132.8387
1134,1514429.1964
1135,1500563.1966
1136,1125068.5221
1137,970950.4668
1138,721665.4881
1139,548708.3998
1140,588641.2516
1141,488283.1728
1142,488206.126
1143,522456.9115
1144,592564.1208
1145,830932.8914
1146,1124605.6898
1147,1215710.4644
1148,1036556.2308
1149,917269.156
1150,757225.6961
1151,567757.3499
1152,486384.4108
1153,1283309.8651
1154,672616.4429
1155,814276.7156
1156,941380.9977
1157,1231577.1956
1158,1474002.6212
1159,1430606.9331
1160,1265947.6399
1161,1120134.0315
1162,1211335.2139
1163,822849.4454
1164,735015.7609
1165,960558.7704
1166,808261.1569
1167,823865.2742
1168,654414.3928
1169,856749.3562
1170,3283045.9816
1171,1243084.6199
1172,1120555.4721
1173,1141305.4997
1174,1196332.1734
1175,783678.9396
1176,583600.4213
1177,766982.7392
1178,685081.0519
1179,787443.8004
1180,1021967.6295
1181,1451334.4423
1182,1493655.2815
1183,1447994.2803
1184,1752733.5702
1185,992391.9368
1186,1162104.677
1187,1473071.9234
1188,1321629.2027
1189,1670380.3512
1190,896118.3712
1191,776116.8657
1192,989624.9355
1193,1233281.8969
1194,1467338.7432
1195,1515904.8427
1196,1280438.7042
1197,1157964.6536
1198,841331.2972
1199,724001.3022
1200,498068.8351
1201,1919657.1762
1202,1789378.3095
1203,1884180.1342
1204,2431268.2345
1205,4144035.5489
1206,3300828.2589
1207,3941336.0915
1208,3529845.5616
1209,3556462.7833
1210,2971659.1265
1211,2771026.0391
1212,3003052.7772
1213,2991174.1117
1214,3087085.2103
1215,3083515.1032
1216,2751077.8553
1217,1574254.8685
1218,3338103.6341
1219,4818423.2511
1220,3353812.6659
1221,-1757008.1989
1222,3018275.75
1223,3138257.8536
1224,2915279.1616
1225,311221.2185
1226,26544.0948
1227,303648.6399
1228,360711.0847
1229,404949.3633
1230,473795.9835
1231,421034.428
1232,358898.4913
1233,323308.5313
1234,293398.8241
1235,-68496.7599
1236,200251.6016
1237,180563.3818
1238,196131.4251
1239,205668.9323
1240,260635.887
1241,344594.7549
1242,432334.2019
1243,381847.1707
1244,321750.5074
1245,422127.5567
1246,382376.4575
1247,273602.1471
1248,207939.9932
1249,559951.7811
1250,421146.2733
1251,634286.5899
1252,793679.0745
1253,999930.4822
1254,1356540.0985
1255,1316744.4011
1256,1046417.7724
1257,599302.0675
1258,-23945.1046
1259,315853.3099
1260,-220690.845
1261,16915.2552
1262,444083.3403
1263,575149.1149
1264,728302.0128
1265,997930.9323
1266,1197978.5683
1267,1334248.0755
1268,1239341.7864
1269,1542264.5893
1270,398035.3179
1271,26505.1413
1272,-28030.4341
1273,436404.0733
1274,453796.9595
1275,442532.7058
1276,670560.013
1277,879483.1149
1278,1017764.0337
1279,1052034.7832
1280,894296.2662
1281,921011.1036
1282,959969.1922
1283,618676.4698
1284,443271.9017
1285,477001.093
1286,499402.8605
1287,439269.1428
1288,461590.1933
1289,670414.4054
1290,188503.4184
1291,567461.4641
1292,383940.4472
1293,423720.1954
1294,553512.128
1295,303638.1632
1296,377634.1561
1297,706165.381
1298,843903.6069
1299,743660.405
1300,1029460.2977
1301,1458398.4094
1302,2105992.9076
1303,1801071.7998
1304,1505402.552
1305,1379283.4184
1306,1243525.0123
1307,906422.1673
1308,885115.248
1309,796806.7703
1310,720790.0444
1311,806627.1948
1312,960495.7656
1313,1294403.2394
1314,1989687.4423
1315,1877457.4267
1316,1714861.6834
1317,2023726.0946
1318,1271392.7242
1319,834786.9775
1320,651169.1777
1321,-2581532.0073
1322,886047.2686
1323,-2173369.925
1324,633742.9895
1325,606334.1601
1326,734996.2841
1327,1392218.8018
1328,1012569.028
1329,234968.763
1330,594925.9692
1331,620624.5137
1332,574423.5549
1333,480720.1867
1334,511441.9589
1335,662371.7456
1336,119715.4732
1337,855022.4656
1338,783634.3274
1339,1020536.2783
1340,999440.4934
1341,887165.558
1342,775687.7161
1343,734970.3718
1344,1071108.9571
1345,787500.3904
1346,797474.2979
1347,731491.6195
1348,680142.4992
1349,1142228.3197
1350,1815614.6033
1351,1589778.204
1352,1150678.8601
1353,1122946.0092
1354,936347.0173
1355,658529.941
1356,763548.3397
1357,915227.6524
1358,863631.5494
1359,714106.1548
1360,685395.2126
1361,948494.5227
1362,1130598.5676
1363,1427024.598
1364,1230345.2308
1365,1005956.641
1366,847831.494
1367,729017.6368
1368,784750.6561
1369,396618.7982
1370,245557.1726
1371,296051.5178
1372,377392.2582
1373,864652.1901
1374,831024.7925
1375,703159.5785
1376,-11045.3992
1377,438972.1794
1378,-200454.3093
1379,315816.2103
1380,260740.1849
1381,-21461.2045
1382,74306.8194
1383,287122.905
1384,382244.8728
1385,601556.4688
1386,820717.1898
1387,482928.1988
1388,762369.3804
1389,752161.7966
1390,735756.0208
1391,550248.6158
1392,374485.1923
1393,921993.6773
1394,944838.9113
1395,792439.4653
1396,934985.8543
1397,1411047.9186
1398,2823497.5474
1399,2491414.9761
1400,1350540.6487
1401,1234071.2945
1402,1381996.1322
1403,801873.3646
1404,798632.6086
1405,771413.1913
1406,960773.7724
1407,770001.2786
1408,746082.4211
1409,1329566.5427
1410,2126706.3815
1411,2188324.1357
1412,2102223.6624
1413,1820353.6315
1414,1076795.6717
1415,726865.5156
1416,754755.423
1417,3352679.12
1418,1492838.4657
1419,1473892.3871
1420,1583601.8601
1421,2216908.047
1422,2172078.6565
1423,2933174.8211
1424,2083785.6643
1425,1961326.4371
1426,1724874.3434
1427,1393875.6633
1428,2220440.7448
1429,2697596.1053
1430,1787215.9681
1431,4037280.5703
1432,3251363.2139
1433,1569480.2435
1434,2077255.4507
1435,2653932.7158
1436,2499818.361
1437,1411289.2219
1438,2104128.9485
1439,1950262.2088
1440,1830533.2964
1441,256863.8567
1442,186219.6936
1443,217434.2182
1444,359864.1372
1445,472807.7635
1446,633227.4505
1447,661761.1771
1448,614729.31
1449,637794.681
1450,590837.0185
1451,744829.2234
1452,581522.2599
1453,-1136970.209
1454,196156.4489
1455,-24608.3816
1456,-189424.9298
1457,-174937.0357
1458,19118.8986
1459,873243.5433
1460,810193.6782
1461,693055.8603
1462,545309.5543
1463,-261024.6757
1464,-1568581.0715
1465,259748.71
1466,173574.476
1467,190283.977
1468,612399.932
1469,605277.376
1470,973430.171
1471,847720.479
1472,770491.943
1473,653424.803
1474,535046.45
1475,254810.976
1476,-161433.525
1477,78729.179
1478,161418.294
1479,274473.569
1480,509904.369
1481,1069395.111
1482,1052098.148
1483,795954.183
1484,669623.516
1485,685180.904
1486,506799.412
1487,386109.718
1488,118880.721
1489,442708.0121
1490,585222.9592
1491,564155.5863
1492,808888.6684
1493,735863.7447
1494,850223.8068
1495,913079.2383
1496,756097.2597
1497,790061.1437
1498,680451.1834
1499,490968.1641
1500,412279.1909
1501,428707.0654
1502,451005.2419
1503,464303.8439
1504,609636.4717
1505,623330.1578
1506,821000.9686
1507,816287.207
1508,702572.6244
1509,674994.7554
1510,632812.0677
1511,505011.8724
1512,508266.3746
1513,613589.3782
1514,533515.4539
1515,554661.8515
1516,1134754.9139
1517,927739.3389
1518,1297075.6363
1519,1521938.1737
1520,1188675.774
1521,930955.1212
1522,752534.1912
1523,514951.5784
1524,507012.865
1525,608142.8097
1526,693373.525
1527,654065.3427
1528,667289.5482
1529,1037464.5683
1530,1804044.7909
1531,1428411.1826
1532,1090953.6777
1533,1052546.072
1534,797913.8789
1535,576475.724
1536,511311.8911
1537,159346.8212
1538,231798.1263
1539,457282.6111
1540,430406.0313
1541,544627.4124
1542,422438.9638
1543,373572.6036
1544,288020.2387
1545,284151.0374
1546,269540.2735
1547,296666.8764
1548,227849.0455
1549,468587.9345
1550,339043.7217
1551,198815.9254
1552,173757.8595
1553,133742.2998
1554,277269.0263
1555,312258.857
1556,304183.2549
1557,263691.954
1558,239220.9591
1559,204716.0347
1560,181302.689
1561,1162624.8479
1562,1051671.6965
1563,1246937.4503
1564,1506405.1127
1565,2219344.1247
1566,2452968.506
1567,3130285.7234
1568,2013822.2569
1569,1703502.8289
1570,1300756.193
1571,864082.7418
1572,933995.7831
1573,1166332.658
1574,1158705.3121
1575,1227301.9616
1576,1203696.0909
1577,1608002.9759
1578,2517223.9116
1579,2811334.3875
1580,2359020.6817
1581,2249255.4234
1582,1756647.5851
1583,1369384.4106
1584,1348984.8329
1585,680541.412
1586,704734.1105
1587,619924.6606
1588,1181359.3599
1589,1385504.8677
1590,1764847.7263
1591,1608985.6713
1592,1862826.8144
1593,1306535.0302
1594,1279601.6652
1595,674991.4708
1596,646473.4795
1597,596962.0789
1598,1277265.9422
1599,1548082.3569
1600,1719000.3934
1601,1546147.8875
1602,2153573.5421
1603,1922619.639
1604,1430022.3671
1605,1810881.3474
1606,1262799.4673
1607,913886.7069
1608,644002.0746
1609,403515.565
1610,432593.2496
1611,748935.213
1612,767735.22
1613,1032255.9174
1614,1222149.0251
1615,1199475.8244
1616,1065965.5397
1617,949607.8792
1618,799065.8336
1619,488965.0214
1620,388754.3214
1621,486520.8443
1622,412388.5482
1623,484960.0982
1624,473746.4236
1625,885551.0959
